City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
512,zalingei,12.9096,23.4741,90.7,6,0,8.19,SD,1745306786
513,ichchapuram,19.1167,84.7,96.96,51,32,19.57,IN,1745306787
514,kargasok,59.0556,80.8572,37.2,49,100,6.78,RU,1745306788
515,pudozh,61.8099,36.5345,36.66,50,95,9.24,RU,1745306661
516,newport,51.5877,-2.9984,51.46,91,100,7.11,GB,1745306790
517,janeng,-25.4167,25.55,67.1,52,99,11.05,BW,1745306791
518,mitsamiouli,-11.3847,43.2844,84.0,69,99,6.71,KM,1745306792
519,manokwari,-0.8667,134.0833,80.85,79,100,2.08,ID,1745306793
520,masterton,-40.9597,175.6575,54.93,93,100,2.91,NZ,1745306795
521,egilsstadir,65.2653,-14.3948,31.91,93,75,10.36,IS,1745306796
522,salaga,8.5508,-0.5188,83.28,66,99,7.87,GH,1745306797
523,bestobe,52.4994,73.0975,58.21,69,100,5.84,KZ,1745306798
524,cabinda,-5.55,12.2,78.04,90,100,7.65,AO,1745306799
525,chinde,26.8212,87.7095,90.14,47,79,4.59,NP,1745306801
526,daoukro,7.0591,-3.9631,75.13,92,62,3.33,CI,1745306802
527,pimentel,-6.8367,-79.9342,68.29,77,0,14.97,PE,1745306803
528,sept-iles,50.2001,-66.3821,35.6,67,40,5.75,CA,1745306804
529,kargil,34.5667,76.1,26.44,86,87,0.74,IN,1745306805
530,san juan de miraflores,-12.1629,-76.9635,67.17,87,100,8.79,PE,1745306806
531,raduzhny,62.0961,77.475,27.93,81,100,9.46,RU,1745306807
532,mandera,3.9366,41.867,87.84,54,7,12.03,KE,1745306509
533,kermanshah,34.3142,47.065,70.7,26,0,9.22,IR,1745306778
534,chirilagua,13.2203,-88.1386,76.44,82,40,0.92,SV,1745306811
535,kalmunai,7.4167,81.8167,87.49,64,19,6.2,LK,1745306812
536,juneau,58.3019,-134.4197,39.2,97,100,6.91,US,1745306738
537,puro,12.4841,123.3827,91.58,54,77,7.72,PH,1745306814
538,san fernando de apure,7.8878,-67.4724,78.57,79,98,3.89,VE,1745306815
539,amga,60.8953,131.9608,35.31,98,100,10.69,RU,1745306816
540,hilvan,37.5869,38.9551,76.08,20,0,9.22,TR,1745306817
541,buka,40.8108,69.1986,73.26,29,8,4.74,UZ,1745306819
542,alesund,62.4723,6.1549,51.75,81,20,3.44,NO,1745306807
543,iwanai,42.9744,140.5089,52.56,61,100,3.31,JP,1745306821
544,kaiyuan,23.6977,103.3037,92.77,26,21,11.56,CN,1745306822
545,san borja,-14.8167,-66.85,69.93,99,100,2.68,BO,1745306823
546,urangan,-25.3,152.9,75.69,47,0,8.63,AU,1745306824
547,tefe,-3.3542,-64.7114,73.06,90,78,0.94,BR,1745306826
548,axim,4.8699,-2.2405,81.28,85,99,6.78,GH,1745306827
549,yaren,-0.5472,166.916,82.42,80,94,13.8,NR,1745306828
550,fukuecho,32.6881,128.8419,66.56,94,75,23.02,JP,1745306829
551,plettenberg bay,-34.0527,23.3716,59.61,86,100,12.97,ZA,1745306830
552,mulchen,-37.7167,-72.2333,54.36,93,100,3.53,CL,1745306794
553,minas de marcona,-15.2119,-75.1103,58.6,88,25,7.49,PE,1745306832
554,moose jaw,50.4001,-105.5344,39.45,87,100,17.27,CA,1745306825
555,evanston,42.0411,-87.6901,47.1,81,0,3.44,US,1745306835
556,bhadasar,28.2833,74.3167,100.24,3,0,10.85,IN,1745306836
557,six-fours-les-plages,43.0938,5.84,60.46,80,100,1.97,FR,1745306838
558,keflavik,64.0049,-22.5624,36.03,75,0,6.91,IS,1745306839
559,katsuren-haebaru,26.3369,127.8719,80.1,78,75,9.22,JP,1745306841
560,corte,42.25,9.25,57.16,71,10,1.52,FR,1745306842
561,iskilip,40.7353,34.4739,59.31,57,100,2.19,TR,1745306843
562,zonguldak,41.25,31.8333,63.59,69,99,2.8,TR,1745306844
563,revelstoke,50.9832,-118.2023,35.62,75,0,3.44,CA,1745306845
564,uzes,44.0167,4.4167,59.16,74,100,7.96,FR,1745306846
565,rouissat,31.9243,5.3502,59.07,44,0,4.61,DZ,1745306847
566,nabire,-3.3667,135.4833,81.23,86,100,1.63,ID,1745306848
567,chateaudun,48.0833,1.3333,49.84,92,100,2.66,FR,1745306850
568,leh,34.1667,77.5833,31.96,74,51,6.26,IN,1745306851
569,sona,45.4388,10.8255,63.86,82,0,2.3,IT,1745306852
570,ubinskoye,55.3068,79.6802,46.67,47,100,11.3,RU,1745306723
571,muli,2.9167,73.5667,84.04,74,1,8.55,MV,1745306854
